x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,class
0.0,0.0,0.1974921630094044,-0.2507836990595611,0.29780564263322884,-0.5517241379310345,0.2664576802507837,-0.6739811912225705,0.15047021943573669,-0.554858934169279,-0.30407523510971785,-0.9373040752351097,-0.11598746081504702,-1.0,0.034482758620689655,-0.8056426332288401,0.0219435736677116,-0.7084639498432602,-0.4670846394984326,-0.8025078369905956,-0.18181818181818182,-0.8244514106583072,-0.012539184952978056,-0.6269592476489029,-0.06896551724137931,-0.5642633228840125,-0.54858934169279,-0.6081504702194357,-0.22570532915360503,-0.5830721003134797,-0.07210031347962383,-0.4263322884012539,-0.14106583072100312,-0.38557993730407525,-0.567398119122257,-0.38557993730407525,-0.26332288401253917,-0.3667711598746082,-0.14733542319749215,-0.25391849529780564,-0.21003134796238246,-0.20376175548589343,1
0.0,0.0,0.19811320754716982,-0.24213836477987422,0.3018867924528302,-0.5220125786163522,0.29559748427672955,-0.6635220125786163,0.16666666666666666,-0.5911949685534591,-0.25157232704402516,-0.9591194968553459,-0.012578616352201259,-1.0,0.0880503144654088,-0.7955974842767296,0.02830188679245283,-0.7075471698113207,-0.4025157232704403,-0.8207547169811321,-0.10062893081761007,-0.839622641509434,0.018867924528301886,-0.6446540880503144,-0.06289308176100629,-0.5723270440251572,-0.49056603773584906,-0.6383647798742138,-0.1949685534591195,-0.660377358490566,-0.06289308176100629,-0.5031446540880503,-0.13836477987421383,-0.4371069182389937,-0.5345911949685535,-0.4308176100628931,-0.279874213836478,-0.5,-0.16666666666666666,-0.3867924528301887,-0.21069182389937108,-0.31446540880503143,1
0.0,0.0,0.2453416149068323,-0.2515527950310559,0.35714285714285715,-0.562111801242236,0.30434782608695654,-0.7360248447204969,0.14285714285714285,-0.6677018633540373,-0.12111801242236025,-0.9720496894409938,0.11490683229813664,-1.0,0.16770186335403728,-0.7888198757763976,0.09316770186335403,-0.7049689440993789,-0.27639751552795033,-0.9037267080745341,0.021739130434782608,-0.8695652173913043,0.08385093167701864,-0.6708074534161491,-0.012422360248447204,-0.6118012422360248,-0.37888198757763975,-0.7763975155279503,-0.08695652173913043,-0.7267080745341615,-0.012422360248447204,-0.5559006211180124,-0.09316770186335403,-0.4968944099378882,-0.4472049689440994,-0.6149068322981367,-0.18322981366459629,-0.6086956521739131,-0.12422360248447205,-0.4720496894409938,-0.19875776397515527,-0.40062111801242234,1
0.0,0.0,0.2478134110787172,-0.2536443148688047,0.3556851311953353,-0.5743440233236151,0.2886297376093295,-0.7084548104956269,0.13702623906705538,-0.5685131195335277,-0.09912536443148688,-0.9504373177842566,0.13702623906705538,-1.0,0.20116618075801748,-0.8046647230320699,0.1282798833819242,-0.7142857142857143,-0.2594752186588921,-0.8425655976676385,0.011661807580174927,-0.8717201166180758,0.09037900874635568,-0.6822157434402333,0.0029154518950437317,-0.6122448979591837,-0.3556851311953353,-0.6822157434402333,-0.10204081632653061,-0.717201166180758,-0.008746355685131196,-0.5539358600583091,-0.08746355685131195,-0.49854227405247814,-0.40524781341107874,-0.4897959183673469,-0.15743440233236153,-0.4956268221574344,-0.07871720116618076,-0.37026239067055394,-0.14868804664723032,-0.30903790087463556,1
0.0,0.0,0.27299703264094954,-0.22551928783382788,0.4035608308605341,-0.599406528189911,0.2789317507418398,-0.7388724035608308,0.09792284866468842,-0.5489614243323442,-0.002967359050445104,-0.9673590504451038,0.22255192878338279,-1.0,0.2522255192878338,-0.7893175074183977,0.17507418397626112,-0.7002967359050445,-0.17804154302670624,-0.9050445103857567,0.0712166172106825,-0.9020771513353115,0.12462908011869436,-0.7062314540059347,0.03560830860534125,-0.655786350148368,-0.2997032640949555,-0.7744807121661721,-0.06824925816023739,-0.7744807121661721,0.01483679525222552,-0.5964391691394659,-0.06231454005934718,-0.5548961424332344,-0.37388724035608306,-0.6083086053412463,-0.142433234421365,-0.5934718100890207,-0.07418397626112759,-0.45103857566765576,-0.1543026706231454,-0.4035608308605341,1
0.0,0.0,0.2507936507936508,-0.18095238095238095,0.42857142857142855,-0.5523809523809524,0.32063492063492066,-0.6984126984126984,0.10158730158730159,-0.5333333333333333,0.12380952380952381,-0.9396825396825397,0.2698412698412698,-1.0,0.28253968253968254,-0.7714285714285715,0.21904761904761905,-0.6825396825396826,-0.0761904761904762,-0.8920634920634921,0.08888888888888889,-0.9238095238095239,0.14603174603174604,-0.6730158730158731,0.07936507936507936,-0.6222222222222222,-0.23492063492063492,-0.7777777777777778,-0.10476190476190476,-0.8222222222222222,0.0,-0.5904761904761905,-0.050793650793650794,-0.5428571428571428,-0.36507936507936506,-0.6222222222222222,-0.2126984126984127,-0.653968253968254,-0.11746031746031746,-0.4857142857142857,-0.1523809523809524,-0.43174603174603177,1
0.0,0.0,0.26174496644295303,-0.1476510067114094,0.47651006711409394,-0.5234899328859061,0.35570469798657717,-0.6812080536912751,0.11073825503355705,-0.5302013422818792,0.24496644295302014,-0.8959731543624161,0.33221476510067116,-1.0,0.33221476510067116,-0.7684563758389261,0.27181208053691275,-0.6879194630872483,0.02348993288590604,-0.8691275167785235,0.12751677852348994,-0.9328859060402684,0.17785234899328858,-0.6409395973154363,0.10738255033557047,-0.610738255033557,-0.1644295302013423,-0.7785234899328859,-0.08053691275167785,-0.8657718120805369,0.020134228187919462,-0.5939597315436241,-0.03691275167785235,-0.5604026845637584,-0.33557046979865773,-0.6510067114093959,-0.19798657718120805,-0.7013422818791947,-0.11073825503355705,-0.5167785234899329,-0.1644295302013423,-0.4865771812080537,1
0.0,0.0,0.26490066225165565,-0.1423841059602649,0.4867549668874172,-0.5033112582781457,0.40066225165562913,-0.6920529801324503,0.152317880794702,-0.5695364238410596,0.27483443708609273,-0.8675496688741722,0.36423841059602646,-1.0,0.3576158940397351,-0.7748344370860927,0.28807947019867547,-0.6754966887417219,0.06291390728476821,-0.8509933774834437,0.1456953642384106,-0.9403973509933775,0.19205298013245034,-0.652317880794702,0.1291390728476821,-0.6026490066225165,-0.12582781456953643,-0.7748344370860927,-0.059602649006622516,-0.9039735099337748,0.03642384105960265,-0.6324503311258278,-0.009933774834437087,-0.5728476821192053,-0.304635761589404,-0.6589403973509934,-0.19205298013245034,-0.7384105960264901,-0.10264900662251655,-0.5562913907284768,-0.13245033112582782,-0.5099337748344371,1
0.0,0.0,0.26,-0.14666666666666667,0.5,-0.49666666666666665,0.42,-0.68,0.15666666666666668,-0.57,0.29333333333333333,-0.8566666666666667,0.4033333333333333,-1.0,0.38333333333333336,-0.76,0.30333333333333334,-0.67,0.07666666666666666,-0.85,0.19,-0.94,0.21,-0.6533333333333333,0.13333333333333333,-0.62,-0.11333333333333333,-0.78,-0.02,-0.91,0.05333333333333334,-0.6433333333333333,-0.006666666666666667,-0.6,-0.29333333333333333,-0.6733333333333333,-0.16,-0.7666666666666667,-0.08333333333333333,-0.59,-0.13333333333333333,-0.5433333333333333,1
0.0,0.0,0.27946127946127947,-0.15488215488215487,0.5420875420875421,-0.5016835016835017,0.4478114478114478,-0.6868686868686869,0.15488215488215487,-0.5791245791245792,0.3265993265993266,-0.8686868686868687,0.4377104377104377,-1.0,0.4074074074074074,-0.7474747474747475,0.32996632996632996,-0.6734006734006734,0.09764309764309764,-0.8686868686868687,0.21212121212121213,-0.9494949494949495,0.22895622895622897,-0.6498316498316499,0.15488215488215487,-0.6296296296296297,-0.09764309764309764,-0.797979797979798,-0.003367003367003367,-0.9259259259259259,0.0707070707070707,-0.6464646464646465,0.013468013468013467,-0.6161616161616161,-0.27946127946127947,-0.6902356902356902,-0.1414141414141414,-0.7777777777777778,-0.06397306397306397,-0.5925925925925926,-0.11447811447811448,-0.5521885521885522,1
