x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,class
0.0,0.0,-0.145933014354067,-0.16267942583732056,-0.21052631578947367,-0.45215311004784686,-0.25598086124401914,-0.7129186602870813,-0.33014354066985646,-0.9234449760765551,-0.08373205741626795,-0.46172248803827753,-0.16028708133971292,-0.6985645933014354,-0.23684210526315788,-0.8660287081339713,-0.3062200956937799,-1.0,0.1339712918660287,-0.4043062200956938,0.15311004784688995,-0.562200956937799,0.21291866028708134,-0.6435406698564593,0.27751196172248804,-0.7081339712918661,0.2966507177033493,-0.2727272727272727,0.1674641148325359,-0.10047846889952153,0.019138755980861243,0.0645933014354067,-0.07416267942583732,0.09090909090909091,0.4090909090909091,-0.09090909090909091,0.2703349282296651,0.07655502392344497,0.11722488038277512,0.09090909090909091,0.009569377990430622,0.09090909090909091,2
0.0,0.0,-0.11140583554376658,-0.03713527851458886,-0.1909814323607427,-0.1220159151193634,-0.18037135278514588,-0.050397877984084884,-0.10875331564986737,0.042440318302387266,-0.050397877984084884,-0.4376657824933687,-0.15119363395225463,-0.6816976127320955,-0.246684350132626,-0.8620689655172413,-0.3076923076923077,-1.0,0.17506631299734748,-0.40318302387267907,0.1856763925729443,-0.5862068965517241,0.22281167108753316,-0.7241379310344828,0.2625994694960212,-0.8275862068965517,0.3421750663129973,-0.27055702917771884,0.23342175066312998,-0.10610079575596817,0.07957559681697612,0.0636604774535809,-0.03713527851458886,0.16710875331564987,0.4509283819628647,-0.07692307692307693,0.33421750663129973,0.08488063660477453,0.1724137931034483,0.17771883289124668,0.03978779840848806,0.21750663129973474,2
0.0,0.0,-0.14209115281501342,-0.040214477211796246,-0.20107238605898123,-0.10723860589812333,-0.17962466487935658,-0.03753351206434316,-0.07238605898123325,0.021447721179624665,0.032171581769437,-0.45308310991957107,0.05361930294906166,-0.6836461126005362,0.08847184986595175,-0.8632707774798928,0.11796246648793565,-1.0,0.23324396782841822,-0.39946380697050937,0.13136729222520108,-0.29222520107238603,0.0160857908847185,-0.14745308310991956,-0.08579088471849866,-0.05093833780160858,0.34316353887399464,-0.24932975871313673,0.19839142091152814,-0.029490616621983913,0.05361930294906166,0.11796246648793565,-0.04825737265415549,0.19571045576407506,0.39946380697050937,-0.06970509383378017,0.28418230563002683,0.10991957104557641,0.128686327077748,0.19839142091152814,0.0160857908847185,0.23056300268096513,2
0.0,0.0,-0.16143497757847533,-0.08295964125560538,-0.2645739910313901,-0.17713004484304934,-0.2040358744394619,-0.1210762331838565,-0.08520179372197309,-0.03811659192825112,-0.16367713004484305,-0.5,-0.2399103139013453,-0.7309417040358744,-0.3183856502242152,-0.8766816143497758,-0.36995515695067266,-1.0,0.026905829596412557,-0.49551569506726456,0.0515695067264574,-0.6928251121076233,0.07623318385650224,-0.8318385650224215,0.11210762331838565,-0.9573991031390134,0.17488789237668162,-0.4147982062780269,0.1031390134529148,-0.289237668161435,-0.02914798206278027,-0.11210762331838565,-0.11659192825112108,-0.01569506726457399,0.2825112107623318,-0.273542600896861,0.16367713004484305,-0.13901345291479822,0.0515695067264574,-0.02914798206278027,-0.02914798206278027,0.03139013452914798,2
0.0,0.0,-0.12024048096192384,-0.05410821643286573,-0.21042084168336672,-0.13226452905811623,-0.16032064128256512,-0.1342685370741483,-0.05811623246492986,-0.11823647294589178,-0.18837675350701402,-0.501002004008016,-0.3066132264529058,-0.7274549098196392,-0.38877755511022044,-0.8717434869739479,-0.45090180360721444,-1.0,-0.022044088176352707,-0.5070140280561122,-0.002004008016032064,-0.6933867735470942,0.026052104208416832,-0.8096192384769539,0.06012024048096192,-0.9298597194388778,0.11623246492985972,-0.4308617234468938,0.05410821643286573,-0.3366733466933868,-0.04208416833667335,-0.17034068136272545,-0.0781563126252505,-0.08617234468937876,0.22244488977955912,-0.3046092184368738,0.12625250501002003,-0.19238476953907815,0.04008016032064128,-0.08216432865731463,0.012024048096192385,-0.03406813627254509,2
0.0,0.0,-0.12845849802371542,-0.06719367588932806,-0.23715415019762845,-0.16600790513833993,-0.17984189723320157,-0.16403162055335968,-0.06324110671936758,-0.16403162055335968,-0.21936758893280633,-0.5158102766798419,-0.34189723320158105,-0.7391304347826086,-0.42292490118577075,-0.8735177865612648,-0.48616600790513836,-1.0,-0.05928853754940711,-0.5276679841897233,-0.05138339920948617,-0.7272727272727273,-0.023715415019762844,-0.8478260869565217,0.011857707509881422,-0.9782608695652174,0.07905138339920949,-0.45849802371541504,0.021739130434782608,-0.39920948616600793,-0.06719367588932806,-0.22924901185770752,-0.09881422924901186,-0.14624505928853754,0.1857707509881423,-0.3438735177865613,0.08893280632411067,-0.22924901185770752,0.003952569169960474,-0.10869565217391304,-0.023715415019762844,-0.05731225296442688,2
0.0,0.0,-0.1349206349206349,-0.06746031746031746,-0.24206349206349206,-0.16468253968253968,-0.1984126984126984,-0.1765873015873016,-0.09325396825396826,-0.17261904761904762,-0.24206349206349206,-0.5138888888888888,-0.38095238095238093,-0.7341269841269841,-0.4662698412698413,-0.8650793650793651,-0.5297619047619048,-0.9861111111111112,-0.0873015873015873,-0.5218253968253969,-0.07936507936507936,-0.7400793650793651,-0.06944444444444445,-0.8690476190476191,-0.0496031746031746,-1.0,0.0496031746031746,-0.4503968253968254,-0.00992063492063492,-0.42857142857142855,-0.08531746031746032,-0.2638888888888889,-0.10317460317460317,-0.1765873015873016,0.15476190476190477,-0.3353174603174603,0.06349206349206349,-0.28174603174603174,-0.015873015873015872,-0.15873015873015872,-0.031746031746031744,-0.09523809523809523,2
0.0,0.0,-0.1272365805168986,-0.055666003976143144,-0.23658051689860835,-0.15109343936381708,-0.18290258449304175,-0.18290258449304175,-0.08151093439363817,-0.19681908548707752,-0.23658051689860835,-0.49502982107355864,-0.37375745526838966,-0.7037773359840954,-0.46322067594433397,-0.8409542743538767,-0.5288270377733598,-0.9662027833001988,-0.07952286282306163,-0.5009940357852882,-0.0874751491053678,-0.7335984095427436,-0.0874751491053678,-0.8687872763419483,-0.0775347912524851,-1.0,0.061630218687872766,-0.43141153081510936,-0.015904572564612324,-0.46123260437375746,-0.08349900596421471,-0.2882703777335984,-0.09145129224652088,-0.18886679920477137,0.17693836978131214,-0.31411530815109345,0.0775347912524851,-0.31809145129224653,0.0,-0.20278330019880716,-0.011928429423459244,-0.13518886679920478,2
0.0,0.0,-0.1242603550295858,-0.045364891518737675,-0.23668639053254437,-0.14003944773175542,-0.20315581854043394,-0.1893491124260355,-0.11242603550295859,-0.21696252465483234,-0.252465483234714,-0.47928994082840237,-0.39447731755424065,-0.6804733727810651,-0.48520710059171596,-0.8126232741617357,-0.5542406311637081,-0.9329388560157791,-0.10453648915187377,-0.4891518737672584,-0.126232741617357,-0.7258382642998028,-0.13214990138067062,-0.8658777120315582,-0.1242603550295858,-1.0,0.03353057199211045,-0.4260355029585799,-0.04339250493096647,-0.4812623274161736,-0.10059171597633136,-0.3116370808678501,-0.10256410256410256,-0.20710059171597633,0.14792899408284024,-0.3175542406311637,0.05128205128205128,-0.34516765285996054,-0.01775147928994083,-0.23076923076923078,-0.02564102564102564,-0.15581854043392504,2
0.0,0.0,-0.12745098039215685,-0.0392156862745098,-0.2372549019607843,-0.12352941176470589,-0.21372549019607842,-0.1803921568627451,-0.13333333333333333,-0.22941176470588234,-0.27058823529411763,-0.46862745098039216,-0.41568627450980394,-0.6607843137254902,-0.5098039215686274,-0.7941176470588235,-0.5803921568627451,-0.9137254901960784,-0.12549019607843137,-0.4803921568627451,-0.15294117647058825,-0.7176470588235294,-0.16666666666666666,-0.8647058823529412,-0.1627450980392157,-1.0,0.011764705882352941,-0.4215686274509804,-0.06274509803921569,-0.4803921568627451,-0.11372549019607843,-0.3137254901960784,-0.11568627450980393,-0.20784313725490197,0.12941176470588237,-0.3196078431372549,0.029411764705882353,-0.35490196078431374,-0.03333333333333333,-0.2372549019607843,-0.03725490196078431,-0.15294117647058825,2
